day,CEL0561-label,CEL0561-f1,CEL0561-f2,CEL0561-f3,CEL0561-f4,CEL0561-f5
2010-01-01,0,,,,,
2010-01-04,0,0.3680555555555556,0.7548611111111111,,,
2010-01-05,0,0.3770833333333333,0.7486111111111111,,,
2010-01-06,0,0.3763888888888889,0.7520833333333333,,,
2010-01-07,0,0.375,0.7472222222222222,,,
2010-01-08,0,0.3715277777777778,0.7486111111111111,,,
2010-01-11,0,0.3694444444444444,0.7541666666666667,,,
2010-01-12,0,0.3736111111111111,0.75625,,,
2010-01-13,0,0.3756944444444444,0.7486111111111111,,,
2010-01-14,0,0.3729166666666667,0.7597222222222222,,,
2010-01-15,0,0.3756944444444444,0.7479166666666667,,,
2010-01-18,0,0.3680555555555556,0.75,,,
2010-01-19,0,0.3645833333333333,0.7604166666666666,,,
2010-01-20,0,0.3722222222222222,0.7534722222222222,,,
2010-01-21,0,0.3756944444444444,0.7604166666666666,,,
2010-01-22,0,0.3715277777777778,0.7541666666666667,,,
2010-01-25,0,0.3659722222222222,0.75625,,,
2010-01-26,0,0.3680555555555556,0.75,,,
2010-01-27,0,0.3680555555555556,0.7604166666666666,,,
2010-01-28,0,0.3694444444444444,0.75,,,
2010-01-29,0,0.375,0.7472222222222222,,,
2010-02-01,0,0.3694444444444444,0.75,,,
2010-02-02,0,0.3763888888888889,0.7486111111111111,,,
2010-02-03,0,0.3777777777777777,0.7486111111111111,,,
2010-02-04,0,0.3756944444444444,0.7486111111111111,,,
2010-02-05,0,0.3777777777777777,0.75,,,
2010-02-08,0,0.3708333333333333,0.7576388888888889,,,
2010-02-09,0,0.3777777777777777,0.7472222222222222,,,
2010-02-10,0,0.3770833333333333,0.75,,,
2010-02-11,0,0.3673611111111111,0.7541666666666667,,,
2010-02-12,0,0.375,0.7486111111111111,,,
2010-02-15,0,0.3701388888888889,0.7534722222222222,,,
2010-02-16,0,0.3770833333333333,0.75,,,
2010-02-17,0,0.3701388888888889,0.7506944444444444,,,
2010-02-18,0,0.3763888888888889,0.7590277777777777,,,
2010-02-19,0,0.3673611111111111,0.7590277777777777,,,
2010-02-22,0,0.375,0.7520833333333333,,,
2010-02-23,0,0.3659722222222222,0.7527777777777778,,,
2010-02-24,0,0.3756944444444444,0.7472222222222222,,,
2010-02-25,0,0.3770833333333333,0.75,,,
2010-02-26,0,0.3666666666666666,0.7604166666666666,,,
2010-03-01,0,0.3736111111111111,0.7527777777777778,,,
2010-03-02,0,0.3763888888888889,0.75,,,
2010-03-03,0,0.3756944444444444,0.75,,,
2010-03-04,0,0.3763888888888889,0.7506944444444444,,,
2010-03-05,0,0.3722222222222222,0.7604166666666666,,,
2010-03-08,0,0.3756944444444444,0.7576388888888889,,,
2010-03-09,0,0.3736111111111111,0.75,,,
2010-03-10,0,0.3729166666666667,0.7520833333333333,,,
2010-03-11,0,0.3659722222222222,0.75,,,
2010-03-12,0,0.3666666666666666,0.7569444444444444,,,
2010-03-15,0,0.375,0.7520833333333333,,,
2010-03-16,0,0.3770833333333333,0.7479166666666667,,,
2010-03-17,0,0.3722222222222222,0.7506944444444444,,,
2010-03-18,0,0.3770833333333333,0.7604166666666666,,,
2010-03-19,0,0.375,0.7493055555555556,,,
2010-03-22,0,0.3680555555555556,0.75,,,
2010-03-23,0,0.375,0.7486111111111111,,,
2010-03-24,0,0.3729166666666667,0.7520833333333333,,,
2010-03-25,0,0.3777777777777777,0.75,,,
2010-03-26,0,0.3659722222222222,0.75625,,,
2010-03-29,0,0.3694444444444444,0.7604166666666666,,,
2010-03-30,0,0.3680555555555556,0.7479166666666667,,,
2010-03-31,0,0.375,0.7479166666666667,,,
2010-04-01,0,0.3701388888888889,0.7590277777777777,,,
2010-04-02,0,,,,,
2010-04-05,0,0.3659722222222222,0.7590277777777777,,,
2010-04-06,0,0.3715277777777778,0.7590277777777777,,,
2010-04-07,0,0.36875,0.7583333333333333,,,
2010-04-08,0,0.3756944444444444,0.7493055555555556,,,
2010-04-09,0,0.3756944444444444,0.7472222222222222,,,
2010-04-12,0,0.3701388888888889,0.7548611111111111,,,
2010-04-13,0,0.375,0.7604166666666666,,,
2010-04-14,0,0.3680555555555556,0.7541666666666667,,,
2010-04-15,0,0.375,0.7472222222222222,,,
2010-04-16,0,0.3652777777777777,0.7472222222222222,,,
2010-04-19,0,0.3708333333333333,0.7576388888888889,,,
2010-04-20,0,0.375,0.7479166666666667,,,
2010-04-21,0,0.3708333333333333,0.7513888888888889,,,
2010-04-22,0,0.3708333333333333,0.7541666666666667,,,
2010-04-23,0,0.3770833333333333,0.75,,,
2010-04-26,0,0.3756944444444444,0.7493055555555556,,,
2010-04-27,0,0.3743055555555555,0.7583333333333333,,,
2010-04-28,0,0.3659722222222222,0.7555555555555555,,,
2010-04-29,0,0.3777777777777777,0.7472222222222222,,,
2010-04-30,0,0.375,0.7555555555555555,,,
2010-05-03,0,0.3770833333333333,0.7479166666666667,,,
2010-05-04,0,0.375,0.7548611111111111,,,
2010-05-05,0,0.3756944444444444,0.7479166666666667,,,
2010-05-06,0,0.3756944444444444,0.7472222222222222,,,
2010-05-07,0,0.3694444444444444,0.75,,,
2010-05-10,0,0.3756944444444444,0.7486111111111111,,,
2010-05-11,0,0.3659722222222222,0.7534722222222222,,,
2010-05-12,0,0.3715277777777778,0.7590277777777777,,,
2010-05-13,0,0.3673611111111111,0.75625,,,
2010-05-14,0,0.3708333333333333,0.7569444444444444,,,
2010-05-17,0,0.375,0.7486111111111111,,,
2010-05-18,0,0.3743055555555555,0.7479166666666667,,,
2010-05-19,0,0.3694444444444444,0.7479166666666667,,,
2010-05-20,0,0.36875,0.7583333333333333,,,
2010-05-21,0,0.3736111111111111,0.7583333333333333,,,
2010-05-24,0,0.3652777777777777,0.7604166666666666,,,
2010-05-25,0,0.3770833333333333,0.7479166666666667,,,
2010-05-26,0,0.3763888888888889,0.7486111111111111,,,
2010-05-27,0,0.3701388888888889,0.7520833333333333,,,
2010-05-28,0,0.3722222222222222,0.75,,,
2010-05-31,0,,,,,
2010-06-01,0,0.3770833333333333,0.7479166666666667,,,
2010-06-02,0,0.3763888888888889,0.7576388888888889,,,
2010-06-03,0,0.3645833333333333,0.7604166666666666,,,
2010-06-04,0,0.3701388888888889,0.7590277777777777,,,
2010-06-07,0,0.3694444444444444,0.7604166666666666,,,
2010-06-08,0,0.3777777777777777,0.7493055555555556,,,
2010-06-09,0,0.3715277777777778,0.7555555555555555,,,
2010-06-10,0,0.3694444444444444,0.7541666666666667,,,
2010-06-11,0,0.3770833333333333,0.7472222222222222,,,
2010-06-14,0,0.3645833333333333,0.7520833333333333,,,
2010-06-15,0,0.3659722222222222,0.7506944444444444,,,
2010-06-16,0,0.3756944444444444,0.7479166666666667,,,
2010-06-17,0,0.3763888888888889,0.7479166666666667,,,
2010-06-18,0,0.3770833333333333,0.75,,,
2010-06-21,0,0.3701388888888889,0.7479166666666667,,,
2010-06-22,0,0.3708333333333333,0.7527777777777778,,,
2010-06-23,0,0.3701388888888889,0.7534722222222222,,,
2010-06-24,0,0.3763888888888889,0.7472222222222222,,,
2010-06-25,0,0.3743055555555555,0.7604166666666666,,,
2010-06-28,0,0.3701388888888889,0.7513888888888889,,,
2010-06-29,0,0.3756944444444444,0.7493055555555556,,,
2010-06-30,0,0.3777777777777777,0.75,,,
2010-07-01,0,0.3666666666666666,0.7569444444444444,,,
2010-07-02,0,0.3722222222222222,0.7576388888888889,,,
2010-07-05,0,,,,,
2010-07-06,0,0.375,0.7569444444444444,,,
2010-07-07,0,0.375,0.7472222222222222,,,
2010-07-08,0,0.3777777777777777,0.7493055555555556,,,
2010-07-09,0,0.375,0.7493055555555556,,,
2010-07-12,0,0.375,0.7486111111111111,,,
2010-07-13,0,0.375,0.7493055555555556,,,
2010-07-14,0,0.3756944444444444,0.7472222222222222,,,
2010-07-15,0,0.375,0.7472222222222222,,,
2010-07-16,0,0.375,0.7493055555555556,,,
2010-07-19,0,0.3756944444444444,0.7472222222222222,,,
2010-07-20,0,0.375,0.75,,,
2010-07-21,0,0.3701388888888889,0.7506944444444444,,,
2010-07-22,0,0.3729166666666667,0.7527777777777778,,,
2010-07-23,0,0.3756944444444444,0.7493055555555556,,,
2010-07-26,0,0.375,0.7527777777777778,,,
2010-07-27,0,0.3763888888888889,0.7493055555555556,,,
2010-07-28,0,0.3756944444444444,0.7472222222222222,,,
2010-07-29,0,0.3743055555555555,0.7541666666666667,,,
2010-07-30,0,0.3777777777777777,0.7479166666666667,,,
2010-08-02,0,0.3756944444444444,0.7486111111111111,,,
2010-08-03,0,0.375,0.7548611111111111,,,
2010-08-04,0,0.3715277777777778,0.7548611111111111,,,
2010-08-05,0,0.375,0.7486111111111111,,,
2010-08-06,0,0.3770833333333333,0.75,,,
2010-08-09,0,0.375,0.7493055555555556,,,
2010-08-10,0,0.3770833333333333,0.7472222222222222,,,
2010-08-11,0,0.375,0.75625,,,
2010-08-12,0,0.3722222222222222,0.7590277777777777,,,
2010-08-13,0,0.3763888888888889,0.7472222222222222,,,
2010-08-16,0,0.3729166666666667,0.7506944444444444,,,
2010-08-17,0,0.3770833333333333,0.7604166666666666,,,
2010-08-18,0,0.3722222222222222,0.7576388888888889,,,
2010-08-19,0,0.3722222222222222,0.7604166666666666,,,
2010-08-20,0,0.3770833333333333,0.7493055555555556,,,
2010-08-23,0,0.3673611111111111,0.7604166666666666,,,
2010-08-24,0,0.375,0.75,,,
2010-08-25,0,0.3770833333333333,0.7479166666666667,,,
2010-08-26,0,0.3763888888888889,0.7486111111111111,,,
2010-08-27,0,0.3777777777777777,0.7479166666666667,,,
2010-08-30,0,0.3763888888888889,0.7472222222222222,,,
2010-08-31,0,0.3756944444444444,0.7493055555555556,,,
2010-09-01,0,0.375,0.7493055555555556,,,
2010-09-02,0,0.3708333333333333,0.7597222222222222,,,
2010-09-03,0,0.3756944444444444,0.7604166666666666,,,
2010-09-06,0,,,,,
2010-09-07,0,0.3680555555555556,0.7597222222222222,,,
