logon,{Z5M4-A8BU27WY-8474WZRS},09/14/2010 19:46:17,LQC0479,PC-6380,Logon
device,{X0Q9-R2VQ38SP-9158QDCB},09/14/2010 20:53:56,LQC0479,PC-6380,Connect
http,{R1W6-X2IE29ZR-2086DRMD},09/14/2010 21:01:02,LQC0479,PC-6380,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,chronicle lie forgery spy chronicle clandestine covert lie blackmail middle-east russia currency middle-east clandestine sabatoge clandestine evade distort conspiracy currency russia deceit distort handler covert conspiracy middle-east 2010 europe spy lie currency middle-east restricted blackmail evade clandestine aisa top-secret isreal surveillance
device,{B6L9-E7TV98FE-9615YOYW},09/14/2010 21:17:44,LQC0479,PC-6380,Disconnect
logon,{C4D4-S7SP39MA-2284CTVP},09/14/2010 21:32:03,LQC0479,PC-6380,Logoff
logon,{V6A0-Q7VX19FQ-1106VIUO},09/15/2010 23:21:30,LQC0479,PC-6380,Logon
device,{G2E5-M0EJ99SV-4852YZPJ},09/15/2010 23:34:13,LQC0479,PC-6380,Connect
http,{M3Y6-L3XV21QB-6949CSRC},09/15/2010 23:38:54,LQC0479,PC-6380,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,2010 deceit overthrow chronicle confidential middle-east confidential distort surveillance aisa clandestine 2010 covert surveillance report handler overthrow top-secret deceit distort sabatoge distort china restricted europe covert surveillance surveillance covert aisa forgery middle-east covert top-secret isreal evade handler currency top-secret
device,{E3R5-G2OM76JL-9598OXZN},09/15/2010 23:41:49,LQC0479,PC-6380,Disconnect
logon,{M6R3-L2LU37PZ-6987DIXW},09/15/2010 23:50:29,LQC0479,PC-6380,Logoff
logon,{P8S1-P1MZ43UH-2054NLNN},09/21/2010 20:08:58,LQC0479,PC-6380,Logon
device,{J6Y0-G5WO07PN-2919UBWP},09/21/2010 23:01:14,LQC0479,PC-6380,Connect
http,{Q6H9-U2RF38QO-9925ACQQ},09/21/2010 23:01:24,LQC0479,PC-6380,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,restricted sabatoge middle-east confidential top-secret currency currency forgery aisa clandestine restricted chronicle china 2010 middle-east chronicle isreal subterfuge middle-east restricted currency top-secret china distort blackmail report restricted clandestine top-secret lie forgery spy
device,{H3J5-S5RY45TS-3488EPGZ},09/21/2010 23:01:27,LQC0479,PC-6380,Disconnect
logon,{T4Y6-U9LZ30OE-5657JTGY},09/22/2010 01:08:02,LQC0479,PC-6380,Logoff
