logon,{U7T6-S1OK45TH-7991HXBL},12/13/2010 20:30:07,MYD0978,PC-3401,Logon
device,{O2W9-Z0NI33WY-2191NGSB},12/13/2010 21:29:28,MYD0978,PC-3401,Connect
http,{M4M6-R5UR00FF-3309UUMD},12/13/2010 21:31:02,MYD0978,PC-3401,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,sabatoge middle-east spy report bait surveillance 2010 surveillance blackmail middle-east surveillance 2010 subterfuge evade forgery lie russia isreal conspiracy chronicle russia confidential clandestine chronicle clandestine middle-east evade covert currency surveillance distort currency top-secret restricted evade sabatoge europe restricted top-secret spy clandestine sabatoge restricted sabatoge covert surveillance restricted sabatoge restricted spy sabatoge bait middle-east europe china report clandestine bait distort conspiracy spy covert distort middle-east spy china report overthrow surveillance bait chronicle evade
device,{L1P0-S1DK89JV-9489LRWJ},12/13/2010 21:32:27,MYD0978,PC-3401,Disconnect
logon,{C8Q5-U0BD24SE-3493IXCD},12/14/2010 06:42:27,MYD0978,PC-3401,Logoff
logon,{V6A4-W7DI71EG-7163QZOS},12/15/2010 02:57:50,MYD0978,PC-3401,Logon
device,{A6O6-N7FR05QM-3820PLTG},12/15/2010 06:29:28,MYD0978,PC-3401,Connect
http,{Q2Q2-W5CH40TI-3315PNUB},12/15/2010 06:32:00,MYD0978,PC-3401,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,overthrow confidential chronicle evade 2010 conspiracy report conspiracy top-secret lie evade distort isreal covert confidential chronicle forgery spy evade confidential aisa deceit 2010 aisa restricted currency lie covert evade conspiracy lie deceit aisa blackmail overthrow subterfuge subterfuge spy surveillance lie middle-east evade currency evade forgery conspiracy spy deceit restricted evade handler forgery sabatoge top-secret
device,{W0K1-G6FQ87LF-5631TWDR},12/15/2010 06:33:08,MYD0978,PC-3401,Disconnect
logon,{W7X8-R3ML78KD-3716UWCJ},12/15/2010 06:35:56,MYD0978,PC-3401,Logoff
logon,{Y3N8-D7FS11QZ-2998XUVC},12/18/2010 06:44:49,MYD0978,PC-3401,Logon
device,{F0A8-E9HP86BQ-6018KBAG},12/18/2010 06:58:54,MYD0978,PC-3401,Connect
http,{G8X3-K7XE93SO-8701EIXN},12/18/2010 06:59:08,MYD0978,PC-3401,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,surveillance subterfuge bait aisa currency isreal currency covert top-secret distort covert spy evade overthrow clandestine evade spy europe isreal spy surveillance middle-east middle-east top-secret europe spy deceit lie clandestine deceit china evade lie middle-east covert distort surveillance forgery blackmail russia lie
device,{U9N1-L3HU21BS-5466CAIN},12/18/2010 07:00:32,MYD0978,PC-3401,Disconnect
logon,{M6X3-C6BK25SO-9339TTNX},12/18/2010 07:02:34,MYD0978,PC-3401,Logoff
