logon,{W7R2-J2OV82KT-8722JOBM},02/08/2011 05:55:53,MAR0955,PC-6793,Logon
device,{M0G1-H8KI01SO-6191NZOD},02/08/2011 05:57:58,MAR0955,PC-6793,Connect
http,{G2Z4-X8HH53WZ-0286NXWS},02/08/2011 05:59:18,MAR0955,PC-6793,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,currency spy sabatoge subterfuge confidential blackmail covert middle-east top-secret spy restricted 2010 report evade restricted sabatoge confidential bait middle-east europe distort subterfuge report deceit currency sabatoge spy evade confidential middle-east middle-east evade isreal top-secret evade isreal clandestine china forgery surveillance conspiracy forgery currency handler middle-east covert middle-east blackmail report currency isreal overthrow bait forgery lie
device,{I1M1-G0FC29JQ-4144IAZN},02/08/2011 06:00:31,MAR0955,PC-6793,Disconnect
logon,{S7K9-G9AP28HN-1964QVZB},02/08/2011 06:01:50,MAR0955,PC-6793,Logoff
logon,{B8I3-O6UF77JB-4746YDLF},02/09/2011 02:40:01,MAR0955,PC-6793,Logon
device,{S9I0-G2CB55MT-6207GTQG},02/09/2011 02:50:46,MAR0955,PC-6793,Connect
http,{B5P8-Z0MQ62FH-5273YDCQ},02/09/2011 02:50:48,MAR0955,PC-6793,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,overthrow blackmail report spy currency lie middle-east deceit china confidential currency deceit isreal subterfuge surveillance aisa subterfuge bait sabatoge evade overthrow sabatoge china currency report europe currency spy sabatoge blackmail spy russia top-secret deceit surveillance evade aisa russia top-secret chronicle russia report middle-east bait middle-east overthrow subterfuge sabatoge subterfuge evade lie
device,{V6V5-O2ST82KF-0038GIWI},02/09/2011 02:50:51,MAR0955,PC-6793,Disconnect
logon,{E8A7-B3RT27TA-6504AXMH},02/09/2011 02:52:07,MAR0955,PC-6793,Logoff
logon,{Q8M4-U6ZZ42LU-3074HGGL},02/11/2011 06:02:36,MAR0955,PC-6793,Logon
device,{H4B9-P2IQ19GQ-9798MRRP},02/11/2011 06:14:18,MAR0955,PC-6793,Connect
http,{A5D7-N6YI49XU-1678ZEBP},02/11/2011 06:14:33,MAR0955,PC-6793,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,middle-east forgery top-secret conspiracy top-secret overthrow conspiracy surveillance confidential restricted 2010 middle-east middle-east forgery middle-east 2010 overthrow top-secret lie distort covert conspiracy middle-east handler china overthrow chronicle restricted covert surveillance restricted blackmail spy surveillance clandestine subterfuge currency clandestine bait middle-east europe sabatoge bait clandestine surveillance covert currency blackmail subterfuge currency confidential europe sabatoge 2010 distort middle-east covert
device,{J0L2-M3OR50UY-0060PVHD},02/11/2011 06:20:13,MAR0955,PC-6793,Disconnect
logon,{Y0M1-N7EE90KJ-9800UTDS},02/11/2011 06:29:08,MAR0955,PC-6793,Logoff
