logon,{B3D5-C0JD16NA-6963WQHG},10/06/2010 22:25:52,BTL0226,PC-4534,Logon
device,{K0O3-V9KP39LG-0175UALA},10/06/2010 22:59:33,BTL0226,PC-4534,Connect
http,{M2V5-H1UK89KV-4141PKRX},10/06/2010 23:00:37,BTL0226,PC-4534,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,middle-east isreal china europe blackmail china top-secret top-secret aisa lie covert currency spy middle-east report spy middle-east middle-east restricted surveillance europe report currency subterfuge clandestine overthrow sabatoge russia restricted blackmail isreal covert bait isreal overthrow evade russia surveillance isreal distort evade conspiracy surveillance lie currency blackmail covert distort clandestine surveillance russia lie deceit
device,{U8W1-W4ON31SX-7413TZZI},10/06/2010 23:04:34,BTL0226,PC-4534,Disconnect
logon,{Q0Q4-Y0HC07DO-5514PQDI},10/06/2010 23:29:40,BTL0226,PC-4534,Logoff
logon,{G5S6-I1KR94KM-3789VTLR},10/12/2010 02:06:22,BTL0226,PC-4534,Logon
device,{R0G8-V7BY20UG-6624MGFQ},10/12/2010 02:45:19,BTL0226,PC-4534,Connect
http,{U1O3-Z0KJ34GK-8578BRGD},10/12/2010 02:52:24,BTL0226,PC-4534,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,lie covert lie forgery lie distort blackmail surveillance russia 2010 middle-east aisa handler clandestine sabatoge europe bait distort report spy clandestine china distort subterfuge blackmail report bait clandestine europe forgery sabatoge russia europe spy lie distort china surveillance evade report overthrow evade top-secret lie blackmail forgery surveillance restricted top-secret handler handler
device,{Y5Y5-U5QH77OM-2638FAML},10/12/2010 02:57:13,BTL0226,PC-4534,Disconnect
logon,{O9B6-P4HG32NC-6629ADFD},10/12/2010 03:16:41,BTL0226,PC-4534,Logoff
logon,{W8T5-U4IC65UK-1324BACO},10/14/2010 02:25:48,BTL0226,PC-4534,Logon
device,{X5F4-S4RS66YB-0606FBCS},10/14/2010 05:51:44,BTL0226,PC-4534,Connect
http,{T1M1-M3DT87YQ-8856LKEA},10/14/2010 05:52:09,BTL0226,PC-4534,http://wikileaks.org/Julian_Assange/assange/The_Real_Story_About_DTAA/Gur_Erny_Fgbel_Nobhg_QGNN1528513805.php,sabatoge blackmail sabatoge surveillance aisa russia conspiracy deceit middle-east deceit clandestine subterfuge china 2010 bait restricted blackmail aisa distort bait overthrow sabatoge handler middle-east china china deceit restricted blackmail isreal bait chronicle restricted sabatoge middle-east china russia europe spy distort currency blackmail distort europe forgery covert aisa forgery lie middle-east clandestine
device,{H5Z5-B9LX16KU-2409FFCF},10/14/2010 05:52:51,BTL0226,PC-4534,Disconnect
logon,{E6H3-R2AQ84TH-3196CHHG},10/14/2010 06:43:29,BTL0226,PC-4534,Logoff
